payment_id,date,account_id,entity_id,entity_name,region,currency,bank_name,priority_payment_cohort,exception_flag,repair_minutes
P003523,2026-02-27,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P003877,2026-02-27,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Cross-border wire only,False,0
P004038,2026-02-27,AC0043,E012,Aurelius Japan,APAC,JPY,Union Atlantic,Neither priority cohort,False,0
P004084,2026-02-27,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch only,False,0
P004102,2026-02-27,AC0036,E010,Aurelius Singapore,APAC,SGD,Continental Trust,Neither priority cohort,False,0
P004464,2026-02-27,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Manual touch only,True,20
P004638,2026-02-27,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Cross-border wire only,True,31
P004942,2026-02-27,AC0051,E015,Aurelius Hong Kong,APAC,HKD,Pacific Crown,Neither priority cohort,False,0
P004994,2026-02-27,AC0027,E007,Aurelius France,EMEA,EUR,Pacific Crown,Neither priority cohort,False,0
P005048,2026-02-27,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P005394,2026-02-27,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P005451,2026-02-27,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Cross-border wire only,False,0
P005476,2026-02-27,AC0006,E002,Aurelius Home US,NA,USD,Pacific Crown,Neither priority cohort,False,0
P005497,2026-02-27,AC0032,E009,Aurelius Spain,EMEA,EUR,Northbridge Bank,Neither priority cohort,False,0
P005646,2026-02-27,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P005835,2026-02-27,AC0046,E013,Aurelius Korea,APAC,KRW,Union Atlantic,Neither priority cohort,False,0
P005936,2026-02-27,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P006010,2026-02-27,AC0046,E013,Aurelius Korea,APAC,KRW,Union Atlantic,Manual touch only,False,0
P006083,2026-02-27,AC0051,E015,Aurelius Hong Kong,APAC,HKD,Pacific Crown,Neither priority cohort,False,0
P006349,2026-02-27,AC0011,E003,Aurelius Wellness US,NA,USD,Continental Trust,Neither priority cohort,False,0
P006408,2026-02-27,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P006546,2026-02-27,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Cross-border wire only,False,0
P006566,2026-02-27,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P006736,2026-02-27,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P006785,2026-02-27,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Manual touch only,False,0
P006858,2026-02-27,AC0027,E007,Aurelius France,EMEA,EUR,Pacific Crown,Neither priority cohort,False,0
P006899,2026-02-27,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P006951,2026-02-27,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P007099,2026-02-27,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Cross-border wire only,False,0
P007296,2026-02-27,AC0043,E012,Aurelius Japan,APAC,JPY,Union Atlantic,Neither priority cohort,False,0
P007349,2026-02-27,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P007556,2026-02-27,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P007573,2026-02-27,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Neither priority cohort,False,0
P000183,2026-03-02,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch only,False,0
P000260,2026-03-02,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Manual touch only,False,0
P000826,2026-03-02,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Manual touch only,False,0
P000906,2026-03-02,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P001166,2026-03-02,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P001234,2026-03-02,AC0016,E004,Aurelius Canada,NA,CAD,Meridian Commercial,Neither priority cohort,False,0
P001316,2026-03-02,AC0052,E015,Aurelius Hong Kong,APAC,HKD,Continental Trust,Neither priority cohort,False,0
P001402,2026-03-02,AC0052,E015,Aurelius Hong Kong,APAC,HKD,Continental Trust,Neither priority cohort,False,0
P001408,2026-03-02,AC0055,E016,Aurelius Global Sourcing,APAC,USD,Meridian Commercial,Neither priority cohort,False,0
P001582,2026-03-02,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P001686,2026-03-02,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P001731,2026-03-02,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P001741,2026-03-02,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P001763,2026-03-02,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Cross-border wire only,False,0
P002030,2026-03-02,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P002168,2026-03-02,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P002368,2026-03-02,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P002427,2026-03-02,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,True,18
P002447,2026-03-02,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P002464,2026-03-02,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P002495,2026-03-02,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Manual touch + cross-border wire,False,0
P002849,2026-03-02,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P003073,2026-03-02,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Manual touch + cross-border wire,False,0
P003078,2026-03-02,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P003101,2026-03-02,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P003116,2026-03-02,AC0026,E007,Aurelius France,EMEA,USD,Union Atlantic,Neither priority cohort,False,0
P003242,2026-03-02,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P003298,2026-03-02,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P003551,2026-03-02,AC0012,E003,Aurelius Wellness US,NA,USD,Northbridge Bank,Neither priority cohort,False,0
P003600,2026-03-02,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P003985,2026-03-02,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Manual touch only,False,0
P004113,2026-03-02,AC0052,E015,Aurelius Hong Kong,APAC,HKD,Continental Trust,Neither priority cohort,False,0
P004351,2026-03-02,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Manual touch + cross-border wire,False,0
P004369,2026-03-02,AC0023,E006,Aurelius Germany,EMEA,EUR,Northbridge Bank,Neither priority cohort,False,0
P004393,2026-03-02,AC0048,E014,Aurelius India,APAC,INR,Continental Trust,Neither priority cohort,False,0
P004527,2026-03-02,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P004741,2026-03-02,AC0027,E007,Aurelius France,EMEA,EUR,Pacific Crown,Neither priority cohort,False,0
P004856,2026-03-02,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Manual touch only,True,69
P004884,2026-03-02,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,False,0
P005027,2026-03-02,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Manual touch only,True,33
P005434,2026-03-02,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P005437,2026-03-02,AC0015,E004,Aurelius Canada,NA,CAD,Pacific Crown,Manual touch + cross-border wire,False,0
P005684,2026-03-02,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P005698,2026-03-02,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch only,False,0
P005839,2026-03-02,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P006120,2026-03-02,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Manual touch only,False,0
P006564,2026-03-02,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P006716,2026-03-02,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P007008,2026-03-02,AC0019,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P007057,2026-03-02,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P000080,2026-03-03,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Manual touch + cross-border wire,False,0
P000081,2026-03-03,AC0042,E012,Aurelius Japan,APAC,USD,Union Atlantic,Neither priority cohort,False,0
P000340,2026-03-03,AC0052,E015,Aurelius Hong Kong,APAC,HKD,Continental Trust,Manual touch only,False,0
P000427,2026-03-03,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P000468,2026-03-03,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Manual touch only,False,0
P000637,2026-03-03,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch only,False,0
P000875,2026-03-03,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P000987,2026-03-03,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P001135,2026-03-03,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P001265,2026-03-03,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P001322,2026-03-03,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Neither priority cohort,False,0
P001513,2026-03-03,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch + cross-border wire,False,0
P001556,2026-03-03,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch + cross-border wire,False,0
P001621,2026-03-03,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P001804,2026-03-03,AC0055,E016,Aurelius Global Sourcing,APAC,USD,Meridian Commercial,Manual touch only,False,0
P001922,2026-03-03,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P002058,2026-03-03,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P002133,2026-03-03,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P002540,2026-03-03,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P002600,2026-03-03,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P002682,2026-03-03,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Manual touch only,True,46
P002735,2026-03-03,AC0003,E001,Aurelius Group Holdings,NA,USD,Meridian Commercial,Manual touch + cross-border wire,False,0
P002804,2026-03-03,AC0008,E002,Aurelius Home US,NA,USD,Pacific Crown,Neither priority cohort,False,0
P003108,2026-03-03,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P003112,2026-03-03,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Manual touch + cross-border wire,False,0
P003158,2026-03-03,AC0011,E003,Aurelius Wellness US,NA,USD,Continental Trust,Neither priority cohort,False,0
P003352,2026-03-03,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P003377,2026-03-03,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P003430,2026-03-03,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Manual touch only,False,0
P003619,2026-03-03,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Cross-border wire only,True,63
P003758,2026-03-03,AC0027,E007,Aurelius France,EMEA,EUR,Pacific Crown,Cross-border wire only,False,0
P003774,2026-03-03,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P003776,2026-03-03,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Neither priority cohort,False,0
P003794,2026-03-03,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P004072,2026-03-03,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P004124,2026-03-03,AC0001,E001,Aurelius Group Holdings,NA,USD,Union Atlantic,Neither priority cohort,True,53
P004179,2026-03-03,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Manual touch only,False,0
P004480,2026-03-03,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P004632,2026-03-03,AC0012,E003,Aurelius Wellness US,NA,USD,Northbridge Bank,Neither priority cohort,False,0
P004990,2026-03-03,AC0026,E007,Aurelius France,EMEA,USD,Union Atlantic,Neither priority cohort,False,0
P004995,2026-03-03,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P005074,2026-03-03,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P005199,2026-03-03,AC0008,E002,Aurelius Home US,NA,USD,Pacific Crown,Neither priority cohort,False,0
P005470,2026-03-03,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P005524,2026-03-03,AC0017,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P005848,2026-03-03,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Manual touch only,False,0
P005879,2026-03-03,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P006163,2026-03-03,AC0045,E013,Aurelius Korea,APAC,KRW,Pacific Crown,Neither priority cohort,False,0
P006445,2026-03-03,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P006648,2026-03-03,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P007018,2026-03-03,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Cross-border wire only,False,0
P007024,2026-03-03,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Cross-border wire only,False,0
P007033,2026-03-03,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P007098,2026-03-03,AC0045,E013,Aurelius Korea,APAC,KRW,Pacific Crown,Neither priority cohort,False,0
P007101,2026-03-03,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P007233,2026-03-03,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Manual touch only,False,0
P007287,2026-03-03,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,False,0
P007292,2026-03-03,AC0055,E016,Aurelius Global Sourcing,APAC,USD,Meridian Commercial,Neither priority cohort,True,53
P007401,2026-03-03,AC0055,E016,Aurelius Global Sourcing,APAC,USD,Meridian Commercial,Neither priority cohort,False,0
P007476,2026-03-03,AC0028,E008,Aurelius Netherlands,EMEA,EUR,Meridian Commercial,Manual touch only,False,0
P007479,2026-03-03,AC0025,E007,Aurelius France,EMEA,EUR,Meridian Commercial,Neither priority cohort,False,0
P000132,2026-03-04,AC0046,E013,Aurelius Korea,APAC,KRW,Union Atlantic,Neither priority cohort,False,0
P000144,2026-03-04,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P000390,2026-03-04,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Cross-border wire only,False,0
P000563,2026-03-04,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P000619,2026-03-04,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Manual touch only,False,0
P000628,2026-03-04,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Manual touch + cross-border wire,True,64
P000713,2026-03-04,AC0052,E015,Aurelius Hong Kong,APAC,HKD,Continental Trust,Cross-border wire only,False,0
P000758,2026-03-04,AC0002,E001,Aurelius Group Holdings,NA,USD,Pacific Crown,Neither priority cohort,False,0
P000770,2026-03-04,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Cross-border wire only,False,0
P000776,2026-03-04,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Manual touch only,True,31
P000807,2026-03-04,AC0005,E002,Aurelius Home US,NA,USD,Continental Trust,Manual touch + cross-border wire,True,64
P000993,2026-03-04,AC0002,E001,Aurelius Group Holdings,NA,USD,Pacific Crown,Neither priority cohort,False,0
P001054,2026-03-04,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Manual touch only,False,0
P001173,2026-03-04,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P001190,2026-03-04,AC0038,E011,Aurelius Australia,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P001414,2026-03-04,AC0018,E005,Aurelius UK,EMEA,GBP,Union Atlantic,Neither priority cohort,False,0
P001499,2026-03-04,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Neither priority cohort,False,0
P001669,2026-03-04,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Manual touch only,False,0
P001693,2026-03-04,AC0026,E007,Aurelius France,EMEA,USD,Union Atlantic,Neither priority cohort,False,0
P001702,2026-03-04,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P001720,2026-03-04,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Neither priority cohort,False,0
P001808,2026-03-04,AC0014,E004,Aurelius Canada,NA,CAD,Union Atlantic,Neither priority cohort,True,38
P001876,2026-03-04,AC0054,E016,Aurelius Global Sourcing,APAC,USD,Northbridge Bank,Neither priority cohort,False,0
P001974,2026-03-04,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch only,False,0
P002076,2026-03-04,AC0042,E012,Aurelius Japan,APAC,USD,Union Atlantic,Cross-border wire only,False,0
P002107,2026-03-04,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch only,False,0
P002110,2026-03-04,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Neither priority cohort,False,0
P002153,2026-03-04,AC0016,E004,Aurelius Canada,NA,CAD,Meridian Commercial,Neither priority cohort,False,0
P002350,2026-03-04,AC0041,E012,Aurelius Japan,APAC,JPY,Continental Trust,Manual touch only,False,0
P002477,2026-03-04,AC0021,E006,Aurelius Germany,EMEA,EUR,Continental Trust,Manual touch only,False,0
P002512,2026-03-04,AC0045,E013,Aurelius Korea,APAC,KRW,Pacific Crown,Cross-border wire only,False,0
P002518,2026-03-04,AC0053,E016,Aurelius Global Sourcing,APAC,USD,Pacific Crown,Neither priority cohort,False,0
P002664,2026-03-04,AC0050,E015,Aurelius Hong Kong,APAC,HKD,Union Atlantic,Neither priority cohort,False,0
P002691,2026-03-04,AC0031,E009,Aurelius Spain,EMEA,USD,Meridian Commercial,Neither priority cohort,False,0
P002837,2026-03-04,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Manual touch + cross-border wire,False,0
P003163,2026-03-04,AC0047,E014,Aurelius India,APAC,INR,Meridian Commercial,Manual touch only,False,0
P003399,2026-03-04,AC0034,E010,Aurelius Singapore,APAC,USD,Continental Trust,Manual touch only,False,0
P003944,2026-03-04,AC0044,E013,Aurelius Korea,APAC,KRW,Northbridge Bank,Neither priority cohort,False,0
P004002,2026-03-04,AC0035,E010,Aurelius Singapore,APAC,SGD,Pacific Crown,Neither priority cohort,False,0
P004005,2026-03-04,AC0010,E003,Aurelius Wellness US,NA,USD,Union Atlantic,Cross-border wire only,False,0
